,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,score
37,8,5,4,3,9,11,10,12,9,8,5,10,1,10,2,12,4,11,11,4,3,10,6,8,0.193568738132184
38,3,2,9,10,10,10,1,12,3,4,8,11,7,10,4,12,3,5,1,10,1,4,2,8,0.118262285675878
39,8,12,5,12,4,7,12,1,2,5,10,1,2,12,4,9,6,9,5,8,9,3,6,0,0.142918091962918
40,4,0,9,5,8,8,2,11,6,8,7,4,12,1,1,4,0,6,9,10,11,11,3,0,0.148976699496056
41,12,3,5,11,12,11,6,4,11,2,10,7,4,10,7,3,2,3,12,12,11,3,0,8,0.184498761471374
42,3,2,3,8,0,10,12,8,10,12,5,8,8,9,5,10,10,1,5,6,7,0,5,8,0.175118101404364
43,4,8,7,7,0,5,12,12,3,1,4,0,3,9,2,4,12,9,5,3,12,3,1,10,0.113512835646574
44,7,9,4,10,4,0,4,5,1,0,9,9,2,8,4,2,1,12,12,11,3,10,9,5,0.252096509470108
45,10,7,11,12,10,3,3,12,2,5,7,7,6,6,10,9,8,7,2,8,6,5,1,9,0.238553672983472
46,3,4,4,9,5,10,9,8,6,1,1,3,5,9,6,8,1,3,9,5,1,6,12,11,0.118243950940218
47,0,11,3,8,7,12,9,2,6,4,10,5,4,1,1,11,12,0,2,12,2,11,6,0,0.31862846251608
48,6,0,9,0,9,7,8,11,9,2,5,8,4,3,10,4,10,2,7,4,7,10,5,5,0.107032684594842
49,4,6,0,6,3,5,1,1,5,11,8,7,9,10,11,10,0,3,3,7,12,10,4,1,0.21993761320779
50,9,12,8,7,8,4,12,11,11,12,4,3,9,11,8,4,0,1,6,7,11,3,5,12,0.121237935133142
51,8,8,7,7,2,3,4,6,7,11,11,3,7,11,9,12,6,4,4,0,1,10,5,0,0.12463904167636
52,11,7,0,3,12,12,1,5,10,8,4,5,0,0,12,12,11,6,1,5,3,12,12,12,0.15833387068845
53,1,9,12,1,7,0,10,1,3,0,3,10,7,9,4,7,3,10,0,4,2,6,0,1,0.31919059182869
54,4,8,7,8,8,4,2,4,10,3,1,12,2,8,2,1,5,6,4,12,2,9,0,0,0.204689305104722
55,3,8,12,5,0,2,12,4,8,6,5,12,6,10,8,2,5,1,10,12,1,6,1,7,0.212301559495434
56,6,1,10,4,9,7,0,8,11,11,11,1,11,4,0,3,11,9,1,10,5,11,0,12,0.15681146103158
57,9,1,11,6,3,5,9,1,9,7,4,7,2,12,11,9,6,6,11,9,11,0,4,3,0.163304496683078
58,3,4,5,9,12,6,8,12,2,10,11,11,7,2,11,2,7,3,8,1,11,6,10,6,0.07315965321332
59,11,4,0,2,6,8,2,5,2,9,2,9,3,4,12,12,8,12,3,0,9,0,0,10,0.186904047607156
60,4,3,12,4,8,7,0,0,12,7,11,5,1,7,4,12,8,8,3,3,12,4,4,10,0.151994181370634
61,0,1,9,3,4,6,3,8,6,1,5,5,11,10,12,2,0,4,2,6,0,5,9,12,0.165709197128938
62,12,5,0,12,7,2,12,12,3,11,5,3,4,12,5,4,2,6,9,3,0,5,2,11,0.171109183664964
63,9,2,2,3,10,3,3,10,12,7,7,8,1,0,8,7,2,4,5,0,10,11,5,1,0.092853773927092
64,5,10,8,7,12,7,3,6,1,11,2,6,9,3,6,12,2,5,2,9,1,4,12,11,0.28243061039464
65,12,11,2,6,0,4,8,3,10,7,6,4,12,10,9,8,8,1,9,4,8,3,11,2,0.211760031290166
66,12,7,0,4,8,9,12,12,1,5,0,11,1,6,10,9,1,1,12,4,9,3,8,10,0.116025155386816
67,11,8,7,10,4,3,4,0,8,2,9,10,9,7,10,12,7,0,0,2,10,0,10,9,0.171212419629892
68,6,6,1,7,6,3,5,7,0,5,11,4,9,5,9,12,10,2,1,3,0,4,5,6,0.187693536517264
69,4,3,11,9,9,2,4,12,6,4,1,12,9,4,8,6,10,7,7,5,9,12,10,9,0.10836305078124
70,3,12,3,8,11,1,6,10,5,9,1,3,3,3,2,10,0,12,6,12,1,9,3,0,0.053359901282678
71,6,10,3,3,4,6,9,1,0,7,6,4,1,9,4,10,1,9,1,6,4,6,0,10,0.32152029151274
72,6,10,12,7,3,1,12,12,10,8,9,8,5,2,11,7,9,4,1,6,7,9,5,0,0.3084381318193
73,12,2,12,2,5,11,11,9,4,8,1,10,8,9,12,4,10,5,7,0,4,8,4,7,0.253141653040876
74,11,9,0,10,6,4,3,10,5,1,12,8,5,1,0,6,11,6,9,7,3,7,5,9,0.15165982726476
75,2,5,2,10,3,1,10,11,6,12,4,2,7,0,5,0,3,2,5,7,6,3,10,1,0.179293143400082
76,2,4,11,1,10,7,9,1,11,5,8,5,8,5,8,3,10,3,5,2,1,3,3,1,0.296189697516566
77,11,7,9,4,3,9,3,12,8,5,12,0,9,5,3,1,6,1,8,9,10,6,11,11,0.191939960155952
78,12,9,9,6,11,10,9,11,11,11,12,2,11,2,4,5,4,3,9,12,9,2,3,2,0.196026512776036
79,11,1,5,12,11,4,0,2,5,6,1,2,10,6,0,3,8,1,2,9,1,0,3,9,0.234994767388228
80,10,7,3,9,5,2,0,1,3,12,12,4,2,3,9,2,4,0,7,0,11,1,0,0,0.0984815543717
81,3,7,8,11,12,7,12,8,9,9,9,0,4,8,3,5,5,4,3,12,11,10,2,7,0.169264038931366
82,3,7,9,12,5,11,11,10,2,6,4,8,1,2,0,11,11,0,3,6,7,11,4,7,0.160435602626808
83,10,12,7,6,10,1,6,0,10,6,2,11,10,8,11,0,6,9,1,0,7,9,10,5,0.131324943332528
84,12,0,11,12,3,7,12,8,3,9,12,10,0,11,3,3,12,9,11,12,6,4,4,11,0.059130153314174
85,3,9,12,5,10,2,1,8,8,12,7,12,2,10,11,5,4,1,1,2,8,3,12,0,0.198577141400946
86,3,12,7,10,1,9,4,2,3,12,4,10,2,7,1,8,7,2,10,0,11,11,6,0,0.185698183269806
87,7,2,0,0,3,8,2,11,10,12,5,8,4,5,2,3,7,3,8,7,5,6,5,2,0.318222627307396
88,2,3,0,0,10,12,11,4,7,11,10,4,9,11,11,7,2,6,8,4,11,1,0,9,0.08493163240864
89,0,0,8,7,8,7,11,1,2,8,0,11,9,11,2,1,0,11,10,7,8,0,4,2,0.100768849404928
90,1,3,12,4,10,4,3,10,10,7,12,9,7,9,9,0,8,11,2,11,11,2,9,5,0.108511793984608
91,1,11,9,10,1,2,7,10,2,3,11,11,8,12,6,0,1,1,4,8,3,12,10,10,0.069909902870018
92,9,2,7,8,12,8,11,5,2,10,6,11,7,5,4,11,2,9,12,8,7,0,2,1,0.184406149514452
93,0,3,1,12,1,8,10,10,3,3,12,8,4,9,9,9,1,4,11,12,10,5,5,7,0.272920358451504
94,3,2,11,5,3,8,6,8,2,7,0,8,9,5,11,5,0,7,0,11,4,1,12,5,0.14432691538395
95,6,10,10,10,7,11,0,10,11,0,10,7,7,6,12,4,5,0,10,12,7,7,0,3,0.175234839100198
96,5,7,12,4,5,1,11,9,9,8,1,12,11,7,11,12,12,4,2,2,5,4,9,3,0.154088269759828
97,0,12,9,1,6,4,11,4,6,11,0,4,7,7,1,3,1,9,3,11,2,7,6,1,0.108026087483272
98,6,12,6,6,2,12,10,8,3,12,1,7,4,4,9,3,3,1,12,3,0,5,10,9,0.296987120457554
99,6,8,0,8,7,9,11,11,9,1,11,3,5,4,2,8,0,11,11,12,8,8,5,7,0.312864593662832
100,4,2,5,5,0,0,0,0,6,2,1,0,3,0,0,9,12,6,5,3,12,3,3,12,0.086536148245298
101,0,2,8,3,5,9,5,5,6,4,12,11,9,10,4,12,1,11,1,10,3,10,10,4,0.15623712782978
102,11,7,12,8,8,2,10,0,12,4,6,5,8,9,3,11,7,0,3,0,7,9,11,6,0.159469564121338
103,0,3,0,9,11,9,9,6,0,4,7,6,2,5,8,12,11,9,2,6,9,10,3,8,0.069456300132354
104,4,0,2,4,2,5,7,2,6,11,6,4,12,3,10,7,7,1,11,9,2,1,12,5,0.116482041840922
105,8,10,2,2,0,0,0,4,10,6,10,8,3,9,11,1,8,0,3,12,5,1,3,12,0.305179828403684
106,8,1,10,2,1,1,7,5,0,8,2,9,12,2,7,12,1,7,6,5,4,9,3,3,0.213800556001604
107,1,5,0,1,1,9,8,7,2,3,1,8,7,2,11,5,3,9,5,3,2,10,4,0,0.18933980400528
108,8,0,5,8,10,4,0,11,12,7,7,3,12,0,0,9,3,6,6,2,9,10,4,4,0.073888837354902
109,11,9,9,10,10,11,10,7,11,10,4,4,8,10,2,0,6,3,8,2,1,6,0,12,0.174212138201418
110,12,3,10,8,1,10,1,3,1,12,11,1,11,7,8,2,11,4,9,0,8,5,8,11,0.137713440234008
111,12,2,6,0,10,11,6,7,6,4,12,2,0,7,0,8,5,3,2,12,8,11,4,9,0.151282056220958
112,5,7,7,5,7,6,0,8,12,9,1,6,12,3,10,9,10,11,12,7,1,3,9,3,0.06008631819788
113,8,10,7,4,5,4,11,11,5,10,10,12,1,10,3,1,1,4,12,7,2,2,3,7,0.223432974276584
114,11,6,2,3,8,7,7,3,1,10,8,2,1,2,8,8,11,1,8,11,10,5,4,4,0.122511235656322
115,9,7,5,11,12,11,5,3,5,4,3,6,1,1,0,6,7,4,7,5,0,12,1,9,0.1382052611905
116,4,4,8,12,2,3,3,1,4,6,0,2,2,6,0,9,7,8,8,7,1,6,3,12,0.165379191007736
117,11,4,3,2,0,10,4,10,12,5,10,10,4,7,10,6,5,12,1,5,12,8,0,8,0.159648335465098
118,0,12,0,9,1,6,10,9,0,6,6,12,2,8,3,10,2,6,8,12,6,0,11,4,0.13894797495657
119,4,10,7,8,6,11,7,0,4,8,4,9,8,6,8,7,6,4,3,11,12,8,5,7,0.042306201115462
120,8,3,10,12,0,11,12,12,3,5,11,0,9,9,12,9,8,11,5,12,9,1,1,8,0.224174061557488
121,6,9,10,4,5,10,2,10,3,9,8,8,5,6,0,5,7,9,10,10,11,3,3,12,0.08943926103494
122,9,7,4,10,9,7,11,3,2,1,11,2,11,11,3,1,1,6,5,7,0,8,7,2,0.11798141228421
123,2,4,11,12,4,8,10,12,4,8,0,1,10,9,5,10,11,6,3,11,2,4,6,2,0.241711606917842
124,1,6,2,1,7,0,0,4,11,11,2,5,4,9,8,12,7,8,5,4,11,8,3,0,0.242466070806818
125,0,12,3,6,2,7,12,6,11,3,6,0,10,12,5,5,8,12,0,10,6,9,1,6,0.215368817216512
126,8,11,2,11,2,7,0,1,8,7,11,9,4,5,10,4,11,3,0,1,8,10,0,2,0.236295320947312
127,12,10,7,10,12,5,12,8,8,12,12,8,7,2,2,10,0,7,4,3,0,1,1,3,0.093720819343424
128,11,2,4,0,7,7,1,1,12,3,6,4,9,12,10,7,1,9,7,10,9,7,9,9,0.314342754690294
129,0,12,7,12,10,3,0,3,8,0,10,9,6,5,12,7,3,7,10,3,3,7,5,4,0.312722158248532
130,8,9,2,3,2,8,11,4,3,3,5,1,11,6,6,0,4,7,8,2,2,11,8,9,0.237063959195158
131,9,12,10,10,2,2,5,9,10,0,5,5,3,9,1,3,0,7,11,11,1,12,8,3,0.18602417406687
132,11,6,0,3,9,1,0,0,8,10,12,4,6,10,4,10,5,7,2,11,0,4,10,3,0.181477634209628
133,2,7,0,10,5,4,3,2,5,7,6,4,10,4,10,12,4,7,5,7,3,4,4,7,0.136285959062594
134,2,11,1,4,9,0,1,4,1,1,3,0,8,1,9,4,12,4,3,10,9,10,9,6,0.187269243713032
135,12,4,7,11,8,6,4,1,1,9,0,5,12,11,10,7,10,6,2,9,10,3,10,9,0.062278296484788
136,9,7,10,2,7,12,4,3,5,8,11,7,12,1,4,10,2,12,11,8,3,4,9,6,0.137039199304338
137,5,12,5,10,9,12,2,9,5,9,11,6,7,1,3,5,0,10,7,9,4,4,10,9,0.116669309832278
138,2,1,8,12,12,0,12,1,8,5,12,12,0,1,8,12,4,2,9,8,4,7,0,8,0.16818135521152
139,11,6,4,12,8,11,1,3,3,0,6,3,5,9,2,12,9,3,9,10,9,11,1,10,0.15037236499645
140,0,3,6,12,8,2,0,6,10,12,3,11,1,2,0,10,2,5,7,12,5,6,12,8,0.183525150088214
141,7,11,4,8,11,11,1,1,0,12,12,7,1,11,8,11,0,4,4,3,10,10,6,1,0.123759072094214
142,7,3,9,12,10,0,7,10,10,3,3,3,11,7,5,4,3,4,10,8,1,7,0,2,0.104261590279426
143,12,0,1,2,8,1,7,7,10,11,4,11,1,5,12,0,2,1,9,7,5,12,3,5,0.0906623852856
144,0,3,12,6,6,1,9,10,8,8,9,7,6,2,11,7,8,12,0,3,0,0,5,1,0.158833590570368
145,5,1,6,3,6,1,4,7,7,3,5,10,2,12,1,0,9,3,3,4,2,0,8,7,0.106526261188956
146,6,5,8,0,8,7,11,9,12,6,10,4,8,5,12,2,12,11,6,0,6,0,0,3,0.124971339931268
147,7,3,1,4,9,11,4,8,9,7,12,6,3,10,3,7,4,4,7,12,3,3,0,2,0.189501295276072
148,8,11,5,3,6,4,9,7,11,9,10,1,4,4,10,4,2,7,8,4,2,7,7,6,0.198658978010476
149,5,0,10,5,0,6,0,11,0,4,3,9,9,5,2,10,3,9,10,10,9,5,4,4,0.168080641697562
150,7,0,3,3,7,7,12,12,4,9,11,5,7,10,8,4,11,1,4,9,6,11,4,5,0.317435646433354
151,7,2,3,9,3,4,7,6,6,6,11,9,4,3,10,10,9,5,4,8,5,0,3,5,0.223117870304648
152,1,1,6,7,0,0,11,7,0,9,3,0,5,8,9,5,10,5,2,6,3,12,12,12,0.216362685277012
153,12,4,7,5,9,8,4,10,0,1,0,5,4,7,0,0,11,9,9,7,1,4,9,12,0.095780733094064
154,3,7,12,12,2,0,1,3,12,3,9,7,3,4,5,1,0,2,5,5,8,7,0,3,0.204027254500788
155,12,4,7,2,6,8,9,6,6,10,12,1,11,5,7,11,8,8,2,9,5,9,2,9,0.137025258343802
156,8,2,6,6,10,3,12,6,8,11,5,7,9,0,10,4,0,6,6,8,5,11,8,5,0.09607867622419
157,5,5,1,6,11,7,10,6,3,12,1,12,10,9,6,11,4,9,12,4,9,6,1,3,0.14385841763563
158,7,3,7,5,7,0,1,7,9,2,11,1,3,0,10,6,12,8,7,6,6,3,6,4,0.118567883792686
159,7,11,10,5,7,10,1,12,3,7,10,11,5,6,10,0,7,3,5,2,11,7,9,1,0.223367660923726
160,0,1,9,12,10,8,2,2,3,7,6,8,9,9,5,2,6,6,5,8,9,0,10,3,0.17809475780523
161,12,10,11,10,8,0,10,5,2,8,10,0,7,2,0,6,7,11,0,10,3,2,3,2,0.180694732274786
162,7,5,8,3,12,2,6,9,10,12,3,3,2,5,1,8,2,11,2,0,6,3,8,7,0.196443125061458
163,7,4,11,3,10,6,12,11,9,9,6,5,2,1,1,9,11,4,9,12,8,5,10,11,0.09400759906347
164,1,9,9,7,12,9,7,0,5,10,2,7,7,8,0,2,1,12,8,6,4,8,4,2,0.19218505086228
165,1,3,10,9,4,1,6,10,12,12,5,2,9,5,5,7,5,6,11,8,7,0,10,6,0.02184929516333
166,1,2,9,0,5,10,7,7,1,0,0,7,12,10,1,11,10,3,6,8,8,4,12,1,0.20046478522031
167,8,4,4,2,4,5,6,4,4,2,6,3,9,5,10,2,11,12,11,8,9,7,12,4,0.197938427537292
168,3,4,3,8,9,1,11,1,1,12,11,0,8,11,11,5,12,5,8,7,2,9,4,11,0.214854202984492
169,7,2,7,5,8,3,7,12,8,9,8,3,11,12,7,7,4,10,0,0,3,1,4,9,0.207994188461826
170,8,11,12,0,6,9,7,8,8,0,3,9,6,1,7,2,8,7,11,8,1,4,11,12,0.112420543464858
171,6,8,6,12,8,10,6,4,5,4,12,5,9,5,12,6,8,11,10,12,3,1,4,12,0.112191985408886
172,11,1,10,11,4,8,1,7,12,1,12,4,10,5,3,1,4,12,8,3,5,3,5,10,0.211040160903214
173,6,6,10,9,1,0,4,1,11,9,6,7,0,3,11,1,10,0,5,5,10,11,4,4,0.180467926817304
174,12,11,2,12,3,12,3,8,3,9,7,12,9,4,9,0,8,9,10,1,11,2,0,10,0.136149323817598
175,0,3,2,9,10,0,2,3,2,4,0,2,1,6,9,7,5,4,11,8,11,1,2,3,0.158390662888464
176,1,12,1,3,11,5,5,12,1,5,7,4,10,11,12,3,3,3,4,9,12,4,1,1,0.236078643868726
177,1,0,5,1,0,3,0,9,2,6,2,7,7,10,9,4,5,1,8,12,4,7,3,4,0.158462902831768
178,9,9,1,12,9,7,7,11,2,0,9,11,10,4,0,6,6,12,11,4,1,7,12,12,0.066224828811708
179,10,1,6,10,6,7,3,12,0,11,6,8,8,12,11,7,11,10,4,5,7,2,6,7,0.302379735000134
180,6,8,12,4,2,4,6,0,0,11,7,4,3,0,12,6,11,2,12,2,4,6,4,7,0.278455234138748
181,9,10,6,7,4,9,3,4,9,5,4,12,11,7,2,0,7,1,6,11,12,12,7,11,0.120564361921292
182,11,10,1,0,0,4,11,12,4,5,6,5,9,10,3,12,11,2,2,10,4,3,8,6,0.179052169315038
183,8,9,1,4,0,12,6,8,2,6,2,12,3,10,5,12,11,12,10,2,4,1,5,12,0.27753525015447
184,8,2,12,10,10,10,12,4,8,1,4,2,10,12,2,5,7,1,7,1,0,7,4,3,0.301966890134466
185,10,4,6,10,5,2,8,2,7,10,12,1,11,4,6,8,6,1,0,1,2,7,9,11,0.324572961830536
186,9,11,11,6,1,8,7,6,8,5,3,11,6,5,8,7,6,4,2,0,4,10,11,8,0.134812611067504
187,12,11,3,4,8,4,9,9,11,4,4,3,8,2,1,4,7,1,12,11,12,1,12,1,0.253672921262418
188,7,9,12,4,6,6,5,6,1,4,3,1,8,12,0,1,12,12,6,12,5,5,9,1,0.30190709181695
189,3,5,7,3,10,2,0,3,0,11,2,7,11,6,0,7,7,3,4,2,5,2,9,2,0.301450004022262
190,6,0,5,8,9,8,7,6,4,4,3,5,7,8,10,7,11,1,11,9,9,9,2,2,0.11998235823788
191,5,8,0,1,6,12,11,11,10,11,12,6,11,11,1,6,10,2,8,2,1,5,6,0,0.207117244573878
192,6,1,3,9,7,9,2,7,11,6,4,1,5,1,5,8,3,7,11,2,9,12,1,5,0.3347418867031
193,10,1,7,4,10,1,9,1,6,3,10,8,1,12,11,7,5,1,6,10,0,9,8,12,0.08439028665451
194,0,3,4,11,11,9,7,8,8,10,11,8,9,7,2,7,10,2,10,1,3,9,9,2,0.074675946873728
195,4,7,9,9,2,10,5,0,12,1,9,3,5,1,12,9,5,8,12,11,6,11,7,11,0.173186902729014
196,1,11,3,7,0,9,6,10,4,1,7,7,7,8,2,10,6,9,8,6,8,4,0,1,0.141137324304132
197,8,2,0,7,11,12,4,8,12,5,12,12,6,1,5,1,11,7,1,3,12,8,10,11,0.107194327942968
198,7,2,7,10,7,9,11,5,11,11,2,7,1,6,8,11,8,2,11,1,12,10,12,2,0.149557296017492
199,3,1,0,12,2,10,0,10,12,1,2,7,5,11,7,7,8,5,12,11,2,8,5,6,0.167626206496074
200,8,1,2,11,10,11,12,6,0,12,6,6,5,7,5,6,11,12,12,1,12,2,11,11,0.074732845040462
201,7,7,8,8,6,8,10,3,10,4,8,7,11,11,12,10,6,9,11,7,11,6,1,2,0.325983555300818
202,11,9,1,7,8,5,2,4,3,4,2,2,7,11,4,7,9,2,3,3,11,6,1,6,0.278449041994626
203,3,5,10,11,6,2,1,8,9,10,5,11,5,5,0,6,5,4,5,9,7,9,3,10,0.196159577640308
204,3,7,5,8,0,9,11,2,10,9,0,2,8,3,5,2,7,11,3,7,11,0,5,3,0.156668161750232
205,12,4,0,10,5,9,3,6,10,2,3,9,5,7,4,6,12,10,5,8,9,12,0,9,0.14198518178473
206,7,0,3,3,3,12,6,7,4,9,1,6,3,2,2,5,11,4,12,6,11,9,7,11,0.226213066990786
207,9,12,4,12,2,3,6,0,4,6,5,6,8,3,9,12,1,9,9,5,12,4,10,0,0.209167943630316
208,0,5,6,6,3,9,1,9,8,5,8,7,11,12,4,4,5,3,6,4,2,4,11,5,0.107045973590556
209,2,4,2,5,0,10,10,1,3,7,5,9,9,1,0,2,11,4,4,6,11,1,3,11,0.132661621185796
210,12,3,3,12,10,2,2,8,5,12,3,4,11,1,6,5,12,7,2,1,1,2,3,4,0.176160652272142
211,1,5,4,8,12,0,1,3,4,7,11,8,8,11,4,12,2,6,8,1,7,7,3,0,0.273640351673482
212,11,0,5,9,10,10,5,2,10,3,1,1,3,11,7,0,7,3,11,11,10,9,4,4,0.136984807358886
213,11,9,3,8,1,1,12,10,5,10,1,2,12,4,3,6,1,8,4,8,12,4,1,1,0.31612127287872
214,11,2,5,12,12,11,11,7,12,10,11,4,10,12,1,1,7,12,8,5,8,6,3,10,0.148097788082652
215,12,6,9,3,9,2,1,9,6,5,4,1,11,10,9,3,4,1,0,3,4,3,10,6,0.103123327321512
216,5,2,0,5,10,5,10,2,7,5,5,3,4,0,0,7,9,1,11,6,11,3,5,8,0.21626455225083
217,4,4,2,0,12,7,2,11,3,9,12,8,0,4,6,12,7,7,10,6,5,5,11,6,0.116937520867702
218,7,2,1,3,2,0,1,3,12,2,9,4,12,5,6,11,9,0,7,0,12,3,3,11,0.135924014545912
219,12,2,10,8,0,5,6,9,6,7,9,0,1,9,6,9,8,11,1,0,9,6,0,12,0.077436413743724
220,0,12,10,3,2,5,3,8,3,5,12,9,6,4,2,7,5,9,4,1,11,4,5,7,0.21991110696126
221,8,1,5,5,1,7,2,12,10,12,8,4,3,6,4,3,3,7,9,7,0,7,6,5,0.18194377430671
222,5,1,4,12,10,10,8,1,8,10,3,4,10,4,8,0,6,2,1,8,1,11,0,7,0.155842135258574
223,11,8,6,5,2,3,9,8,11,10,2,12,5,12,5,1,12,7,2,7,2,12,0,11,0.108348065187232
224,3,11,8,9,4,10,5,5,8,4,2,2,7,6,1,11,12,8,5,5,5,11,12,4,0.121448166852468
225,0,10,10,12,4,6,1,8,1,2,10,1,8,2,7,12,8,8,2,7,12,12,6,3,0.180843598095552
226,9,7,2,9,4,9,8,5,4,5,8,9,12,6,7,6,9,1,7,6,2,12,7,5,0.299993988223854
227,9,0,7,10,6,11,8,10,3,4,3,1,5,12,6,7,10,2,10,3,9,8,3,7,0.174589139809714
228,10,4,5,9,0,3,6,9,4,6,12,0,10,5,9,6,4,0,12,9,11,4,12,8,0.33998737637832
229,10,0,8,4,11,7,11,6,3,3,5,10,2,8,8,4,7,3,9,3,10,7,4,1,0.215083032839548
230,4,9,7,1,1,7,6,4,2,11,1,2,7,4,10,8,6,12,6,4,11,6,1,8,0.197405483708388
231,5,0,11,0,3,11,5,6,5,4,10,7,10,10,7,12,11,8,3,11,0,3,12,2,0.266213011502228
232,0,7,8,0,10,7,3,4,1,11,1,6,10,7,8,6,3,6,7,8,2,5,6,4,0.161826380195696
233,5,10,2,12,6,2,0,0,7,4,5,11,0,11,2,8,10,0,6,9,1,11,6,5,0.02582886501068
234,10,9,6,10,8,12,3,7,4,10,1,10,3,6,2,9,9,1,3,7,10,2,9,8,0.149739287052012
235,7,8,5,6,4,11,1,2,4,11,1,1,9,0,5,11,6,1,2,7,12,2,11,8,0.145443892949004
236,12,11,4,7,0,0,1,4,10,1,3,4,10,11,9,4,2,11,1,10,10,6,3,11,0.082655150667302
237,11,5,3,8,2,0,12,12,3,3,0,7,1,9,0,2,1,8,11,12,8,10,1,7,0.177955176443726
238,0,4,0,12,8,3,3,7,6,8,11,4,0,12,2,11,12,0,2,9,0,1,11,7,0.23309545529864
